"cluster_label","Splunk_Roles","Splunk_Instance","Num_Splunk_Instances",title,app,coldPath,"coldPath.maxDataSizeMB",coldToFrozenDir,coldToFrozenScript,currentDBSizeMB,"datamodel_summary_size",datatype,frozenTimePeriodInSecs,homePath,"homePath.maxDataSizeMB",isInternal,maxDataSize,maxGlobalDataSizeMB,maxGlobalRawDataSizeMB,maxHotBuckets,maxHotIdleSecs,maxHotSpanSecs,maxTime,maxTotalDataSizeMB,maxWarmDBCount,minHotIdleSecsBeforeForceRoll,minTime,quarantineFutureSecs,quarantinePastSecs,repFactor,rotatePeriodInSecs,thawedPath,throttleCheckPeriod,totalEventCount,"total_bucket_count","total_capacity","total_raw_size",tstatsHomePath,disabled
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"cim_summary","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"cja_notification","org_all_indexes","volume:cold2/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot2/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,cloudplatform,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,conf,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,dap,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,datascience,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,dbx,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,dlp,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,dns,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,edge,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,elasticsearch,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"endpoint_summary","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",5,"0.000",event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582645803.000000",4294967295,300,auto,"1581493810.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,9839,"22.666666666666668","4294967295.000","2.027","volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,epav,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",15646,"1546.173",event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582647270.000000",4294967295,300,auto,"1581563958.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,77211903,"103.33333333333333","4294967295.000","31462.774","volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,epintel,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,estreamer,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,eventgen,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",11836,"3281.520",event,7776000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582647265.000000",4294967295,300,auto,"1581386981.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,115921942,69,"4294967295.000","18757.002","volume:_splunk_summaries/$_index_name/datamodel_summary",0
